comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname,user_level,is_mobile,user_client
11845466697,12403048,8e2ab5d9-cfe9-4903-906d-50320099f3e9,学习人工智能与大数据分析的买的书，非专业人士先看看再说；包装还不错，物流也很快第二天就到了，整体很满意！作为京东超级PLUS用户，期待更多惊喜！,2018-08-26 18:36:53,12128543,2018-08-25 08:27:37,5,吴***化,钻石会员,True,来自京东iPhone客户端
12152106956,12403048,843fc2d5-a171-4c2c-9c63-3c805268a061,心仪很久 组合有优惠 下次还会再买 很合用 凑单很合适,2018-11-18 02:00:14,12128543,2018-10-31 20:15:48,5,x***m,PLUS会员,True,来自京东iPhone客户端
11951431471,12403048,5ff3a532-d3d2-4b3b-b2f7-c21bad889336,很好的一本书，绝对的正版数据，配送速度很快，并且快递员的态度很好，给一个大大的赞,2018-09-27 08:06:22,12128543,2018-09-21 19:01:16,5,j***b,银牌会员,True,来自京东Android客户端
11951432353,12403048,64a94dcc-4a09-4cbd-ba0f-b066bd2e9012,很好，还会再回推荐朋友买的，正版的，值得大家来买，并且快递速度很快,2018-09-27 08:06:37,12128543,2018-09-21 10:59:20,5,j***b,银牌会员,True,来自京东Android客户端
11985629722,12403048,03931f9f-b583-4ad3-9d0f-5c5dff108ea7,挺好的紫薯布丁紫薯布丁紫薯布丁紫薯布丁紫薯布丁,2018-10-08 15:33:06,12128543,2018-09-06 21:25:28,5,j***g,PLUS会员,True,来自京东iPhone客户端
12158843416,12403048,1eab7c6d-ce02-44fa-889c-947092a0b340,"一个不错的讲深度学习的入门书籍，主要是讲一些基本的技巧，感觉还行吧，比较重，比较厚！
一口气买了不少书，希望可以好好学习掌握python，希望这些书都能有用！",2018-11-19 13:10:33,12128543,2018-11-15 14:36:41,5,阳***卡,PLUS会员,True,来自京东Android客户端
12240491220,12403048,a1a668c3-2b66-455f-adc0-48d470dabc11,满满一书柜的书，通通都是京东买的。,2018-12-10 13:19:55,12128543,2018-11-11 00:26:17,5,l***n,钻石会员,True,来自京东iPhone客户端
12107419616,12403048,6ae75c69-c067-4cb4-8114-ad45f03f8161,以后再看，看着质量不错，双十一囤货。,2018-11-10 11:11:14,12409581,2018-11-01 15:35:09,5,j***7,钻石会员,True,来自京东Android客户端
12144922526,12403048,4fc595af-ad15-4bc4-8515-735a585acaf3,注意:如果有买家想要&ldquo;送人&rdquo;，请付款请联系客服说明！京东客服太强大了，我联系说&ldquo;自己送人的&rdquo;结果京东快递就包想装甲一样，京东客服太厉害！而且京东售后还有强大的&ldquo;****&rdquo;，全程网购一点不用担心，京东网购&ldquo;良心品质&rdquo;，全网第一！京东自营商品&ldquo;上门售后&rdquo;五星级商场体验，颠覆网购！开启网购&ldquo;新纪元&rdquo;！京东自营图书品质很好！京东商城的&ldquo;自营&rdquo;图书不用纠结正版还是盗版，最喜欢的是京东隐私保护没有骚扰电话满天飞！因为京东自营是&ldquo;免费上门售后服务&rdquo;，对！京东自营是&ldquo;免费上门售后服务&rdquo;！全网&ldquo;上门售后服务&rdquo;只有两家&ldquo;京东&rdquo;&ldquo;亚@马逊&rdquo;！我做为某**的老用户不得不感叹，网络购物也可以百货商场的品质，而不是&ldquo;义乌大卖场&rdquo;。京东自营的图书，我不用纠结某**品质&ldquo;义乌大卖场&rdquo;的盗版、高仿、二手书、正版清仓，还有买了不好退货！不用纠结某某当书城的&ldquo;高仿、正版&rdquo;傻傻分不清楚！不用纠结***的&ldquo;高大上售后年费&rdquo;！我希望京东商城尽快秒杀天&amp;猫、当&amp;当、亚&amp;马逊！让更多人可以享受到&ldquo;良心品质&rdquo;的服务！望京东的售后服务&ldquo;青春永驻&rdquo;越来越好！,2018-11-16 17:32:39,12128543,2018-11-11 22:46:10,5,嘟***学,PLUS会员,True,来自京东Android客户端
11918780861,12403048,c90614dc-e1b8-42f8-826b-a8ae5a49ddee,书很好，质量很好，包装很好，值得一读,2018-09-17 13:06:40,12409581,2018-09-04 22:17:13,5,1***p,金牌会员,True,来自京东Android客户端
12104525290,12403048,0580d36c-ede5-46b4-bb78-b37b50d5c189,很棒的一本书，终于买到手了好开心(●&deg;u&deg;●)?&nbsp;」，谢谢(*&deg;&forall;&deg;)=3京东，值得一看。,2018-11-09 16:47:47,12128543,2018-11-07 12:19:56,5,萧***袈,金牌会员,True,来自京东Android客户端
12130008123,12403048,c7e1dedf-1e82-4ea5-a219-916141fb08b4,"这次双11在京东上买了挺多的，叔叔的质量都挺不错的，发货速度也还挺好的，整体来说还是挺让人满意的，反正就是挺开心很喜欢的书，是充盈的感觉说包装的也挺好，发货还算是可以的吧，我在最近店里就买了很多的书，然后还在飞机里面买了很多科技类的书，主要和拍摄相关，还有很多其他的，反正我就想多写点评价都已经到啦，书很快就收到了，但是这三本书还是有点贵啊，。

我总共买了20多本书，整体来说还是特别高兴

 我们实验室的和老师出钱给我买了挺多的说，反正就是挺好的，我需要卖家生意越来越兴隆，越来越好，希望你们生意兴隆红火，就这样吧，写不了更多的话了，真的想多带点金豆，谢谢你了，帮我评个优。



 其实每当我看到书是聪明的感觉，心里真的特别的高兴",2018-11-13 23:41:47,12128543,2018-11-11 18:38:20,5,t***w,金牌会员,True,来自京东Android客户端
11114376169,12403048,645dfddf-8454-432e-bb4a-ed622ca8109a,单位集体买书，一下子买了很多书，物流非常快，一天就到了，电子发票清单明细，但是为什么要一本书一本书评价呢，一个订单一起评价岂不更好？听说这本书不错，买来学习下。,2017-12-29 09:51:29,12128543,2017-12-07 11:58:14,5,d***k,钻石会员,True,来自京东iPhone客户端
12158770571,12403048,49340afb-9577-4e9d-b3a3-bdee5de4fa09,一口气买了不少书，希望可以好好学习掌握python以及深度学习的知识，希望这些书都能有用！,2018-11-19 12:56:24,12409581,2018-11-15 14:36:41,5,阳***卡,PLUS会员,True,来自京东Android客户端
12058561947,12403048,1003ad8c-1fb2-4fd4-8b5e-025cf31f9c21,太专业了。翻开后我倒吸一口凉气。,2018-10-29 22:14:11,12128543,2018-10-23 22:22:12,5,路过拿分,PLUS会员,True,来自京东Android客户端
12041104257,12403048,c9e28939-3e6f-481c-a511-ace4db9c638d,很好值得购买,2018-10-24 22:14:51,12128543,2018-10-23 09:45:08,5,j***1,PLUS会员,True,来自京东iPhone客户端
12086245702,12403048,a301d4b0-5146-46dc-b582-6172fbcedbae,书很厚，质量很不错，看前面很多数学的知识，看来值得花时间好好研究一下啦，深度学习的好书,2018-11-05 16:35:54,12128543,2018-10-28 11:25:00,4,灵***墨,银牌会员,True,来自京东Android客户端
12150476012,12403048,96cf93e4-705b-42be-b5ea-9752b7a7a278,"还没开始看，包装但是没问题，看过后再来评价！
书本身是本好书，刚出不久，好评不断！适合初学者入门与进阶！！",2018-11-17 19:00:06,12409581,2018-10-23 16:53:51,5,s***7,银牌会员,True,来自京东Android客户端
10708029739,12403048,741a0194-4b7c-4a06-b81c-e530ba58d728,不错，书好大，看这很霸气，哈哈哈啦,2017-08-17 20:28:11,12128543,2017-08-05 06:49:34,5,名***1,PLUS会员,True,来自京东iPhone客户端
12139047940,12403048,2e2daa75-69ee-4d1d-b7cb-b64f297d1418,不错，这次价格也好，也没有页面残缺。再来。,2018-11-15 16:10:12,12403048,2018-11-12 20:25:57,5,b***q,钻石会员,True,来自京东iPhone客户端
11081164297,12403048,5f942b33-5c8e-4f59-bb6b-0728aae35ca4,"到后发现质量很烂，胶都没打好，而且还在运输过程中起皱了，然后气冲冲的退货了，客服小姐姐很好，很爽快的帮我申请了。然后接下来退货也很快吧，花了三天，反正京东的客服还有售后还是很不错的，这也是为什么选择京东的原
因。现在呢，拿到了我的圣经，另加一本算法导论，希望自己能够把他们搞懂，非常开心。另外换货的这个书，质量还是不错的，颜色没有那么亮白，对眼镜号，纸张质量也不错。",2017-12-17 17:46:49,12128543,2017-12-13 13:13:18,5,l***a,PLUS会员,True,来自京东Android客户端
10901000729,12403048,0025112d-8372-4652-bf86-22bcfffef914,深度学习必备的入门书，深度学习的几位大牛联合，出品，值得购买，纸张质量还不错的书有点重，希望能看得下去。第一部分是应用数学与机器学习基础，介绍了线性代数，感觉你信息咯，数值计算，机器学习基础，方面的一些知识，包括拟合偏差，最大，似然估计，有无监督学习算法以及梯度下降，第二部分，书的主要内容，介绍深度网络，包括深度情况咯，深度模型中的正则化和优化，卷积网络还有，循环和递归网络第三部分是深入学习研究，包括，自编码器线性因子模型，表示学习蒙特卡洛方法，等等，比较深入，还有深度生成模型,2017-10-28 18:02:35,12128543,2017-09-14 10:25:23,5,M***y,钻石会员,True,来自京东iPhone客户端
11313344478,12403048,ee1200f0-d043-4715-819d-4eae694953e3,讲真，翻译得真的很渣，后悔买了。不值这个价，一本经典被翻译成这个样子，实在浪费。翻译者是冲着人工智能来捞一笔钱的吧。我很怀疑张志华老是究竟有没有审校过。,2018-03-15 21:55:39,12128543,2018-03-06 14:05:53,5,K***e,钻石会员,True,来自京东Android客户端
12206815476,12403048,59e5496b-92f5-42fc-94e9-6c35f67aea6c,新书刚到，不能浪费，要好好学习知识,2018-12-01 10:18:35,12403048,2018-11-30 16:18:52,5,杨***生,PLUS会员,True,来自京东Android客户端
11737770593,12403048,0fd96915-cb56-48b8-8503-63831351d608,经常网购，总有大量包裹收，感觉写评语花掉了大量的时间和精力，所以在一段时间里，我总是不去评价，或者是随便写，但是我又总觉得好像对不住那些辛勤工作仓管，客服，老板，于是我写下这一小段话给我觉得的卖家，能拿到到五星好评卖家的宝贝评价，以示感谢。首先宝贝性价比我先试用再评价的。虽然宝贝不一定是最好的，但在价很高，京东的配送绝对是一流的，送货速位里面绝对是表现最棒的，度快，服务态度好，每样东西都送货上门，希望京东能再接再厉，做得更大更强，提供更好更多的东西给大家，为京东的商品和服务点赞。,2018-07-24 18:32:27,12128543,2018-05-29 13:43:46,5,冯***宾,PLUS会员,True,来自京东Android客户端
11939669356,12403048,7f4c96da-bf26-401e-89da-b3ed58219c7f,"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。 Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall management Jingdong customer service is also very good, to solve customer suffering, overcome all difficulties. Give us a very good shopping experience.",2018-09-23 15:17:27,12403048,2018-08-09 19:50:43,5,j***8,PLUS会员,False,
10651033684,12403048,8554d7d5-d66e-4f6c-a7a8-3ecc7dd7d7fc,作为第一批收到此书的用户，发几张图片吧?本书第二部分内容是重点，就多发下目录part ii的部分。总体还是不错的，但肯定还是有改进空间滴。另，本书是领到200-80券下的单哈，各位加油＾０＾~,2017-07-27 12:13:57,12128543,2017-07-16 10:36:14,5,b***g,钻石会员,True,来自京东Android客户端
11818401034,12403048,9a9ae963-62ca-4be2-82e5-dbf4cbb3e4b5,儿子要的，比较难！儿子说不错！,2018-08-18 15:09:49,12403048,2018-08-01 19:18:40,5,f***3,金牌会员,True,来自京东Android客户端
12150473835,12403048,fd2e94e9-631a-498d-a90e-2732a22bc7db,"还没开始看，包装但是没问题，看过后再来评价！
书本身是本好书，刚出不久，好评不断！适合初学者入门与进阶！！",2018-11-17 18:59:27,12403048,2018-10-23 16:53:51,5,s***7,银牌会员,True,来自京东Android客户端
12075802478,12403048,303d5a7b-ed14-4909-a436-803a931d1489,书籍印刷质量很好，彩印版色彩鲜明，纸张摸起来很舒服,2018-11-03 11:19:49,12409581,2018-10-24 17:01:46,5,j***s,PLUS会员,True,来自京东Android客户端
11845466697,12403048,8e2ab5d9-cfe9-4903-906d-50320099f3e9,学习人工智能与大数据分析的买的书，非专业人士先看看再说；包装还不错，物流也很快第二天就到了，整体很满意！作为京东超级PLUS用户，期待更多惊喜！,2018-08-26 18:36:53,12128543,2018-08-25 08:27:37,5,吴***化,钻石会员,True,来自京东iPhone客户端
12152106956,12403048,843fc2d5-a171-4c2c-9c63-3c805268a061,心仪很久 组合有优惠 下次还会再买 很合用 凑单很合适,2018-11-18 02:00:14,12128543,2018-10-31 20:15:48,5,x***m,PLUS会员,True,来自京东iPhone客户端
11951431471,12403048,5ff3a532-d3d2-4b3b-b2f7-c21bad889336,很好的一本书，绝对的正版数据，配送速度很快，并且快递员的态度很好，给一个大大的赞,2018-09-27 08:06:22,12128543,2018-09-21 19:01:16,5,j***b,银牌会员,True,来自京东Android客户端
11951432353,12403048,64a94dcc-4a09-4cbd-ba0f-b066bd2e9012,很好，还会再回推荐朋友买的，正版的，值得大家来买，并且快递速度很快,2018-09-27 08:06:37,12128543,2018-09-21 10:59:20,5,j***b,银牌会员,True,来自京东Android客户端
11985629722,12403048,03931f9f-b583-4ad3-9d0f-5c5dff108ea7,挺好的紫薯布丁紫薯布丁紫薯布丁紫薯布丁紫薯布丁,2018-10-08 15:33:06,12128543,2018-09-06 21:25:28,5,j***g,PLUS会员,True,来自京东iPhone客户端
12158843416,12403048,1eab7c6d-ce02-44fa-889c-947092a0b340,"一个不错的讲深度学习的入门书籍，主要是讲一些基本的技巧，感觉还行吧，比较重，比较厚！
一口气买了不少书，希望可以好好学习掌握python，希望这些书都能有用！",2018-11-19 13:10:33,12128543,2018-11-15 14:36:41,5,阳***卡,PLUS会员,True,来自京东Android客户端
12240491220,12403048,a1a668c3-2b66-455f-adc0-48d470dabc11,满满一书柜的书，通通都是京东买的。,2018-12-10 13:19:55,12128543,2018-11-11 00:26:17,5,l***n,钻石会员,True,来自京东iPhone客户端
12107419616,12403048,6ae75c69-c067-4cb4-8114-ad45f03f8161,以后再看，看着质量不错，双十一囤货。,2018-11-10 11:11:14,12409581,2018-11-01 15:35:09,5,j***7,钻石会员,True,来自京东Android客户端
12144922526,12403048,4fc595af-ad15-4bc4-8515-735a585acaf3,注意:如果有买家想要&ldquo;送人&rdquo;，请付款请联系客服说明！京东客服太强大了，我联系说&ldquo;自己送人的&rdquo;结果京东快递就包想装甲一样，京东客服太厉害！而且京东售后还有强大的&ldquo;****&rdquo;，全程网购一点不用担心，京东网购&ldquo;良心品质&rdquo;，全网第一！京东自营商品&ldquo;上门售后&rdquo;五星级商场体验，颠覆网购！开启网购&ldquo;新纪元&rdquo;！京东自营图书品质很好！京东商城的&ldquo;自营&rdquo;图书不用纠结正版还是盗版，最喜欢的是京东隐私保护没有骚扰电话满天飞！因为京东自营是&ldquo;免费上门售后服务&rdquo;，对！京东自营是&ldquo;免费上门售后服务&rdquo;！全网&ldquo;上门售后服务&rdquo;只有两家&ldquo;京东&rdquo;&ldquo;亚@马逊&rdquo;！我做为某**的老用户不得不感叹，网络购物也可以百货商场的品质，而不是&ldquo;义乌大卖场&rdquo;。京东自营的图书，我不用纠结某**品质&ldquo;义乌大卖场&rdquo;的盗版、高仿、二手书、正版清仓，还有买了不好退货！不用纠结某某当书城的&ldquo;高仿、正版&rdquo;傻傻分不清楚！不用纠结***的&ldquo;高大上售后年费&rdquo;！我希望京东商城尽快秒杀天&amp;猫、当&amp;当、亚&amp;马逊！让更多人可以享受到&ldquo;良心品质&rdquo;的服务！望京东的售后服务&ldquo;青春永驻&rdquo;越来越好！,2018-11-16 17:32:39,12128543,2018-11-11 22:46:10,5,嘟***学,PLUS会员,True,来自京东Android客户端
11918780861,12403048,c90614dc-e1b8-42f8-826b-a8ae5a49ddee,书很好，质量很好，包装很好，值得一读,2018-09-17 13:06:40,12409581,2018-09-04 22:17:13,5,1***p,金牌会员,True,来自京东Android客户端
12104525290,12403048,0580d36c-ede5-46b4-bb78-b37b50d5c189,很棒的一本书，终于买到手了好开心(●&deg;u&deg;●)?&nbsp;」，谢谢(*&deg;&forall;&deg;)=3京东，值得一看。,2018-11-09 16:47:47,12128543,2018-11-07 12:19:56,5,萧***袈,金牌会员,True,来自京东Android客户端
12130008123,12403048,c7e1dedf-1e82-4ea5-a219-916141fb08b4,"这次双11在京东上买了挺多的，叔叔的质量都挺不错的，发货速度也还挺好的，整体来说还是挺让人满意的，反正就是挺开心很喜欢的书，是充盈的感觉说包装的也挺好，发货还算是可以的吧，我在最近店里就买了很多的书，然后还在飞机里面买了很多科技类的书，主要和拍摄相关，还有很多其他的，反正我就想多写点评价都已经到啦，书很快就收到了，但是这三本书还是有点贵啊，。

我总共买了20多本书，整体来说还是特别高兴

 我们实验室的和老师出钱给我买了挺多的说，反正就是挺好的，我需要卖家生意越来越兴隆，越来越好，希望你们生意兴隆红火，就这样吧，写不了更多的话了，真的想多带点金豆，谢谢你了，帮我评个优。



 其实每当我看到书是聪明的感觉，心里真的特别的高兴",2018-11-13 23:41:47,12128543,2018-11-11 18:38:20,5,t***w,金牌会员,True,来自京东Android客户端
11114376169,12403048,645dfddf-8454-432e-bb4a-ed622ca8109a,单位集体买书，一下子买了很多书，物流非常快，一天就到了，电子发票清单明细，但是为什么要一本书一本书评价呢，一个订单一起评价岂不更好？听说这本书不错，买来学习下。,2017-12-29 09:51:29,12128543,2017-12-07 11:58:14,5,d***k,钻石会员,True,来自京东iPhone客户端
12158770571,12403048,49340afb-9577-4e9d-b3a3-bdee5de4fa09,一口气买了不少书，希望可以好好学习掌握python以及深度学习的知识，希望这些书都能有用！,2018-11-19 12:56:24,12409581,2018-11-15 14:36:41,5,阳***卡,PLUS会员,True,来自京东Android客户端
12058561947,12403048,1003ad8c-1fb2-4fd4-8b5e-025cf31f9c21,太专业了。翻开后我倒吸一口凉气。,2018-10-29 22:14:11,12128543,2018-10-23 22:22:12,5,路过拿分,PLUS会员,True,来自京东Android客户端
12041104257,12403048,c9e28939-3e6f-481c-a511-ace4db9c638d,很好值得购买,2018-10-24 22:14:51,12128543,2018-10-23 09:45:08,5,j***1,PLUS会员,True,来自京东iPhone客户端
12086245702,12403048,a301d4b0-5146-46dc-b582-6172fbcedbae,书很厚，质量很不错，看前面很多数学的知识，看来值得花时间好好研究一下啦，深度学习的好书,2018-11-05 16:35:54,12128543,2018-10-28 11:25:00,4,灵***墨,银牌会员,True,来自京东Android客户端
12150476012,12403048,96cf93e4-705b-42be-b5ea-9752b7a7a278,"还没开始看，包装但是没问题，看过后再来评价！
书本身是本好书，刚出不久，好评不断！适合初学者入门与进阶！！",2018-11-17 19:00:06,12409581,2018-10-23 16:53:51,5,s***7,银牌会员,True,来自京东Android客户端
10708029739,12403048,741a0194-4b7c-4a06-b81c-e530ba58d728,不错，书好大，看这很霸气，哈哈哈啦,2017-08-17 20:28:11,12128543,2017-08-05 06:49:34,5,名***1,PLUS会员,True,来自京东iPhone客户端
12139047940,12403048,2e2daa75-69ee-4d1d-b7cb-b64f297d1418,不错，这次价格也好，也没有页面残缺。再来。,2018-11-15 16:10:12,12403048,2018-11-12 20:25:57,5,b***q,钻石会员,True,来自京东iPhone客户端
